time;generation biomass;generation fossil brown coal/lignite;generation fossil gas;generation fossil hard coal;generation fossil oil;generation hydro pumped storage consumption;generation hydro run-of-river and poundage;generation hydro water reservoir;generation nuclear;generation other;generation other renewable;generation solar;generation waste;generation wind onshore;forecast solar day ahead;forecast wind onshore day ahead;total load forecast;total load actual;price day ahead;price actual
2014-12-31 23:00:00;447;329;4844;4821;162;863;1051;1899;7096;43;73;49;196;6378;17;6436;26118;25385;50,1;65,41
2015-01-01 00:00:00;449;328;5196;4755;158;920;1009;1658;7096;43;71;50;195;5890;16;5856;24934;24382;48,1;64,92
2015-01-01 02:00:00;438;254;4314;4131;160;1503;949;779;7098;43;75;50;191;5238;2;5151;22642;21286;42,27;59,32
2015-01-01 10:00:00;421;226;3931;3845;166;1183;1069;1516;7097;42;73;3197;206;2771;2990;2450;23720;23547;45,14;59,86
2015-01-01 11:00:00;428;303;3784;4220;167;972;1052;1204;7097;41;75;3885;209;2906;3842;2819;24180;24133;45,14;60,12
2015-01-01 12:00:00;425;288;3754;4404;167;922;1041;1286;7099;40;74;4007;210;2923;3812;2830;24797;24713;47,35;62,05
2015-01-01 13:00:00;423;260;3779;4256;166;941;1028;1027;7097;40;76;3973;210;2945;3699;2851;25222;24672;47,35;62,06
2015-01-01 14:00:00;421;183;3708;4038;160;1069;1023;1151;7096;40;76;3818;210;2709;3369;2822;24173;23528;43,61;59,76
2015-01-01 15:00:00;422;256;3813;4191;163;970;1032;1156;7095;41;75;3088;211;2552;2615;2562;23659;23118;44,91;61,18
2015-01-01 16:00:00;426;322;3967;4707;165;798;1036;1626;7095;41;75;1467;208;2699;1387;2578;23982;23606;48,1;64,74
2015-01-01 17:00:00;427;282;4756;4756;164;1;1094;3203;7096;42;74;404;209;2764;399;2824;26981;26447;58,02;74,26
2015-01-01 22:00:00;438;320;4685;4942;160;0;1095;3511;7098;43;74;56;209;3527;14;3482;27589;26798;53,6;64,13
2015-01-02 17:00:00;410;0;4760;1178;199;595;1324;3886;7106;44;64;769;178;11276;618;11451;30136;29045;33,15;82,55
2015-01-02 18:00:00;435;0;6030;1345;205;78;1352;5553;7104;44;68;266;199;10510;170;10619;32754;31967;50;83,33
2015-01-02 19:00:00;435;0;5973;1354;214;68;1369;5604;7106;44;69;165;203;10406;104;10216;33968;33266;52,01;83,23
2015-01-02 20:00:00;437;0;6082;1348;215;68;1370;5902;7107;45;69;137;204;10445;93;10470;33870;33668;50,01;79,06
2015-01-02 21:00:00;437;0;5747;1429;217;68;1365;5347;7107;45;66;137;204;9976;92;10112;32715;32426;45,8;76,2
2015-01-02 22:00:00;443;0;4177;1432;220;68;1323;4969;7108;45;64;137;203;9527;81;9560;30052;29705;41,74;71,75
2015-01-02 23:00:00;478;0;3801;1798;246;502;1423;3719;7096;78;76;62;201;9264;2;9313;26323;25564;35,62;66,82
2015-01-03 00:00:00;463;0;3812;1351;245;1048;1392;3482;7095;78;68;62;198;9135;0;9215;24301;23584;27,1;63,35
2015-01-03 08:00:00;433;0;4157;1415;226;1081;1380;4229;7097;76;68;820;197;7924;1080;8062;24595;24654;25,22;69,21
2015-01-03 09:00:00;419;0;3960;1597;249;341;1421;4827;7097;76;68;1665;205;7592;2015;7573;26431;26454;25,13;70,35
2015-01-03 10:00:00;431;0;3622;1569;250;325;1424;4429;7093;76;71;2488;202;7874;2935;7689;27260;26959;27,1;68,77
2015-01-03 11:00:00;425;0;3138;1379;247;409;1417;4309;7094;76;64;3218;202;8192;3406;8082;27165;26716;28,71;68,82
2015-01-03 12:00:00;427;0;3113;1193;249;1095;1390;3784;7095;76;64;3695;208;8718;3743;8571;27449;26802;25;68,23
2015-01-03 17:00:00;418;0;3221;1399;218;1271;1478;4812;7094;78;62;1015;212;8568;741;8641;25293;24992;25,13;71,5
2015-01-03 18:00:00;458;0;3033;1539;243;129;1544;5753;7094;79;66;502;222;9005;103;8863;28421;27964;39,71;72,14
2015-01-03 19:00:00;462;0;3136;1555;244;0;1583;5946;7096;81;67;355;221;9672;111;9619;30293;29694;44;72,45
2015-01-03 20:00:00;462;0;3061;1507;245;0;1572;5985;7095;82;69;291;221;10081;157;10158;30828;29874;41,21;72,86
2015-01-03 21:00:00;463;0;3224;1441;247;117;1546;5519;7094;82;71;207;219;10537;136;10370;29896;28979;35,69;70,1
2015-01-03 22:00:00;456;0;3529;1291;248;587;1502;4505;7094;83;70;117;217;10953;78;10857;27700;26863;30,23;67,62
2015-01-03 23:00:00;391;0;3981;2559;323;1045;1502;1991;7086;81;58;692;162;8540;584;8564;25481;25254;24,65;55,22
2015-01-04 00:00:00;351;0;3997;2755;310;1257;1494;1867;7087;81;58;684;160;8080;640;8335;23734;23620;20,2;50,54
2015-01-04 05:00:00;377;0;3702;2148;320;1341;1352;2284;7085;82;54;179;155;7950;134;7913;23903;24035;28,01;47,63
2015-01-04 06:00:00;396;0;3569;2100;325;378;1433;3188;7086;82;56;129;156;8228;33;8239;26742;26807;27,51;47,44
2015-01-04 07:00:00;415;0;3314;2143;359;0;1561;3521;7080;83;53;357;156;8341;379;8275;28481;28316;33,96;50,84
2015-01-04 08:00:00;418;0;3183;2244;368;0;1573;4286;7080;84;54;1634;159;8569;1381;8320;29705;29871;38;54,84
2015-01-04 09:00:00;402;0;3168;2209;370;17;1451;3921;7079;85;55;3830;162;8433;3378;8529;30656;30585;37,17;59,95
2015-01-04 10:00:00;411;0;3207;2303;371;119;1519;4023;7083;84;60;4937;161;8001;4727;8199;30717;30772;35,01;59,35
2015-01-04 11:00:00;403;0;3279;2307;371;72;1533;3997;7085;85;57;5302;165;7520;5221;7698;30616;30685;38;57,03
2015-01-04 12:00:00;407;0;3295;2353;362;69;1591;3760;7087;86;58;5590;158;7274;5765;7274;30287;30429;38,12;59,22
2015-01-04 13:00:00;393;0;3141;2324;369;69;1529;3077;7085;85;60;5668;150;6878;5661;7008;29451;28741;30,4;58,56
2015-01-04 14:00:00;400;0;3118;2164;365;69;1495;2602;7083;85;59;5593;149;7517;5540;7263;28730;28249;27,58;52,07
2015-01-04 15:00:00;397;0;3131;2049;374;112;1459;2553;7080;85;57;5316;147;7999;5319;7886;28393;28105;27,56;52,15
2015-01-04 16:00:00;393;0;3303;2104;383;251;1435;2925;7079;87;59;4907;152;8181;4766;8191;28062;27908;27,5;61,12
2015-01-04 17:00:00;402;0;3368;2098;381;506;1435;3446;7078;84;61;4200;153;8260;3965;8321;27317;27577;26,53;71,98
2015-01-04 18:00:00;409;0;3434;2075;383;789;1458;4365;7080;84;59;2911;150;8156;2680;8296;27189;27418;30;74,64
2015-01-04 19:00:00;438;0;3604;2162;385;416;1538;5936;7082;85;59;1392;170;8347;1189;8158;28914;28604;39,7;75,38
2015-01-04 20:00:00;436;0;3874;2445;389;0;1616;5856;7084;85;57;748;177;8875;750;8677;30333;30346;40,48;76,49
2015-01-04 21:00:00;424;0;3447;2169;394;0;1594;4684;7085;85;59;696;174;8922;643;9036;28341;28190;37,97;73,83
2015-01-04 22:00:00;403;0;3390;1770;391;79;1467;3776;7088;84;59;672;166;8735;647;8826;26412;26270;28;69,51
2015-01-05 23:00:00;535;851;4359;5130;257;99;767;1218;4826;85;66;626;212;4052;544;4104;24086;23711;53,01;71,48
2015-01-06 00:00:00;532;742;4502;4990;258;693;737;1620;4828;85;63;624;208;3832;513;3889;22554;22354;45,65;64,76
2015-01-06 01:00:00;530;829;4393;5207;266;1000;728;1862;4830;86;63;616;204;3398;466;3514;21566;21546;44,04;60,22
2015-01-06 02:00:00;532;784;4386;5418;262;1053;727;1834;4846;85;65;582;206;3003;481;3091;21211;21171;43,58;57,14
2015-01-06 03:00:00;541;802;4453;5497;266;1052;727;1758;4895;85;66;576;206;2569;486;2691;21074;21042;43,98;53,94
2015-01-06 04:00:00;545;856;4589;5753;263;1016;720;1793;4903;85;64;499;204;2380;434;2377;21579;21618;44,91;53,43
2015-01-06 05:00:00;540;904;4818;6154;257;323;720;1435;4911;85;63;415;202;2196;399;2206;23250;23433;51;56,68
2015-01-06 06:00:00;546;937;4862;6527;283;17;779;2369;4924;85;63;412;184;1701;475;1827;25560;25885;55,76;63,49
2015-01-06 07:00:00;546;959;5143;6774;343;0;842;3860;4930;86;63;1168;196;1102;1408;1208;27900;28456;59,95;66,75
2015-01-06 08:00:00;544;980;4842;6973;368;0;852;4119;4942;83;64;3018;262;682;3077;759;29463;29708;60,5;73,07
2015-01-06 09:00:00;543;978;4604;7101;361;0;895;4449;4952;87;64;4129;268;470;4070;506;30133;30887;61,29;78,95
2015-01-06 10:00:00;539;977;4475;7198;351;0;899;4584;4950;87;63;4642;260;472;4629;483;30558;31409;61,69;75,91
2015-01-06 11:00:00;547;974;4376;7215;349;0;898;4579;4956;84;62;4976;259;683;4919;678;31035;31947;61,95;73,12
2015-01-06 12:00:00;538;969;4512;7210;356;0;901;4335;4959;86;61;5044;260;1041;5014;1130;31154;32078;61,29;68,02
2015-01-06 13:00:00;534;962;4178;7159;365;0;857;4167;4953;85;68;4887;258;1652;4875;1479;30381;31193;60,09;66,67
2015-01-06 14:00:00;537;965;4035;7067;366;0;813;3084;4956;86;69;4641;254;2761;4686;2347;29581;30542;60,5;65,08
2015-01-06 15:00:00;537;887;3821;6830;364;95;825;3290;4955;88;66;4279;251;3277;4404;3318;29085;30591;60,69;66,1
2015-01-06 16:00:00;532;947;4059;6873;362;5;823;3454;4799;88;69;3824;252;3281;3907;3236;29155;30799;60,69;72
2015-01-06 17:00:00;533;976;4472;7100;356;0;820;3349;4186;88;69;3132;267;3781;3456;3699;28943;30481;58,9;78,6
2015-01-06 18:00:00;528;967;4553;7172;351;0;806;3119;4368;87;69;2383;254;3943;2719;3929;29013;30147;57;81,18
2015-01-06 19:00:00;536;968;4490;7194;365;0;836;3009;4657;87;71;1586;229;4028;1615;4059;29307;30120;57;81,65
2015-01-06 20:00:00;535;980;4664;7264;364;0;937;3921;4878;87;70;891;230;3661;924;3823;29896;30747;59,88;78,63
2015-01-06 21:00:00;531;970;4684;7279;360;0;884;3834;4961;87;72;696;231;3485;632;3558;29310;29978;59,6;73,2
2015-01-06 22:00:00;528;922;4728;7227;352;0;863;2778;4959;86;72;669;232;3276;495;3276;26817;27421;55,76;72,46
2015-01-06 23:00:00;499;885;4659;7996;371;0;728;1982;6000;89;55;1280;219;6210;597;6140;30239;30518;59,52;67,24
2015-01-07 00:00:00;502;909;4199;7838;370;137;704;1483;5995;87;55;1253;213;5993;514;6205;28031;28484;51,1;64,17
2015-01-07 01:00:00;491;905;4448;8048;368;482;704;1003;5997;87;55;1231;217;5529;542;5735;26635;27026;47,03;62,12
2015-01-07 02:00:00;495;875;4157;7837;360;747;692;626;5998;87;56;1223;220;5127;551;5232;26076;26248;48,5;62,11
2015-01-07 03:00:00;503;912;4001;7827;360;845;689;563;6003;87;55;1189;219;4940;550;4959;25734;25838;48,79;60,05
2015-01-07 04:00:00;505;918;4219;7910;360;700;687;610;6005;88;57;1142;220;4735;457;4784;25889;26021;50,51;62,48
2015-01-07 05:00:00;506;930;4338;7856;364;209;706;1363;6003;87;54;1043;220;4266;592;4452;27135;26992;59,13;70,01
2015-01-07 06:00:00;505;938;4954;7855;374;0;761;2280;6000;87;55;979;217;3849;871;3912;29269;28625;60,8;75,2
2015-01-07 07:00:00;510;960;5447;7982;378;0;780;3192;5997;87;55;1336;219;3369;1821;3585;31596;31015;61,87;83,3
2015-01-07 08:00:00;501;960;5881;7991;381;0;788;4420;5996;84;54;2121;220;2959;3169;3028;33540;33276;64,23;93,14
2015-01-07 11:00:00;491;958;5583;8005;362;0;762;3131;5971;89;52;3756;214;5914;4654;5486;36279;35535;66,1;85,23
2015-01-07 12:00:00;495;936;5637;7975;367;0;751;2709;5969;88;50;3639;215;7320;4593;7010;36886;35752;65;81,5
2015-01-07 13:00:00;501;940;5684;7839;369;0;733;1912;5964;87;53;4133;215;7837;4414;8090;36199;35605;59,75;77,29
2015-01-07 14:00:00;498;925;6098;7782;367;0;721;1479;5961;86;51;4896;214;7890;4049;7971;35918;36020;59,61;76,61
2015-01-07 15:00:00;491;957;6242;7807;367;0;713;1191;5956;86;52;4647;217;7996;3887;8004;36366;36066;59,53;77,15
2015-01-07 16:00:00;495;954;6056;7866;368;0;709;1458;5969;84;52;4184;217;7955;4055;7962;36676;36195;61,1;79,51
2015-01-07 17:00:00;497;879;5839;8058;364;0;707;1965;5978;84;52;3631;215;7582;3523;7779;36275;35739;61,1;91,05
2015-01-07 19:00:00;482;968;6316;8163;354;0;736;2566;5981;86;52;2013;222;6198;1612;6110;34828;34470;61,87;91,25
2015-01-07 20:00:00;481;902;5881;8002;386;0;735;2622;5985;86;53;1193;226;6139;743;5883;34241;33716;63,71;87,08
2015-01-07 21:00:00;481;915;5785;7853;384;6;721;2412;5984;87;52;636;220;6398;462;6276;33972;32697;64,1;78,15
2015-01-07 22:00:00;479;841;5519;7601;381;137;677;1414;5987;87;52;573;215;6262;480;6324;32057;30477;59,13;75,07
2015-01-07 23:00:00;546;571;4178;7280;383;398;658;831;6741;84;67;433;260;5908;443;5755;27766;26788;49;73,73
2015-01-08 00:00:00;516;566;3912;6774;370;392;628;942;6741;85;67;391;257;5509;363;5596;26176;25146;46,86;70,99
2015-01-08 01:00:00;508;455;3718;6349;372;956;631;882;6742;85;67;352;256;5204;295;5218;24974;23889;45,68;68,3
2015-01-08 02:00:00;509;369;3768;6078;373;1088;634;934;6743;86;65;328;251;4891;276;4923;24173;23046;44,99;64,22
2015-01-08 03:00:00;518;367;3707;5984;373;1027;636;799;6744;86;67;327;251;4738;244;4706;23779;22587;44,81;63,53
2015-01-08 04:00:00;528;351;3706;5817;361;1348;631;781;6748;86;66;320;249;4868;212;4779;23503;22361;44,68;66,7
2015-01-08 06:00:00;525;360;3890;5570;347;1638;629;888;6748;86;66;223;246;4849;420;4812;23562;22543;44,81;75,57
2015-01-08 07:00:00;529;457;4066;6289;332;508;641;1147;6747;86;69;708;216;4285;1166;4532;24929;24042;46,85;82,36
2015-01-08 08:00:00;534;576;4535;6720;305;198;652;965;6749;85;66;2225;214;3889;2373;3916;27227;25932;49;87,03
2015-01-08 09:00:00;533;622;4441;7301;315;104;664;1153;6749;84;67;3943;226;3330;3681;3551;29193;27664;54,36;91,08
2015-01-08 10:00:00;531;629;4513;7468;315;0;689;1333;6744;85;66;4514;232;2911;4451;2983;29950;28448;61,98;89,29
2015-01-08 11:00:00;522;631;4654;7503;311;6;717;1795;6741;84;68;4926;254;2376;4940;2486;30333;28881;62,47;85,45
2015-01-08 12:00:00;509;635;4760;7551;311;27;715;2275;6739;83;69;5067;237;1917;5172;1978;30711;29329;62,93;80,33
2015-01-08 13:00:00;504;637;4591;7542;269;32;717;2198;6732;84;69;5092;234;1741;5163;1759;30055;29026;61,98;77,33
2015-01-08 14:00:00;506;636;4964;7517;263;10;694;1776;6730;84;66;5019;232;1680;4994;1729;29123;28237;57,48;77,03
2015-01-08 15:00:00;500;636;5046;7462;259;0;667;1445;6729;83;67;4803;225;1774;4740;1795;28632;27868;54,38;78,15
2015-01-08 16:00:00;502;628;4899;7437;258;0;654;1478;6728;83;67;4507;223;2001;4391;1993;28356;27654;54,36;80,48
2015-01-08 17:00:00;514;582;4677;7345;258;0;640;1236;6717;83;69;4010;228;2574;3790;2586;28124;27507;52,04;90,87
2015-01-08 19:00:00;511;571;4805;7224;295;84;683;2430;6736;82;68;2089;224;3312;1860;3344;27925;27578;60,33;90,26
2015-01-08 20:00:00;516;599;4932;7191;301;81;722;3302;6748;82;67;957;223;3478;997;3476;28578;28222;66;84,66
2015-01-08 21:00:00;519;625;5136;7012;301;4;706;3461;6762;83;70;721;219;3726;689;3724;28862;28221;63,6;77,05
2015-01-08 22:00:00;515;620;5209;6549;302;0;669;2426;6760;83;67;691;231;3968;581;3880;27334;26436;55,5;73,14
2015-01-08 23:00:00;489;920;5410;7695;314;0;574;1930;6846;86;66;39;273;3552;72;3653;27430;27485;60,47;67,7
2015-01-09 00:00:00;483;928;4445;7691;301;62;553;1819;6852;86;68;38;231;3334;72;3482;25783;25750;52,88;61,05
2015-01-09 01:00:00;485;833;4287;7435;297;167;544;1347;6854;85;67;37;227;3486;73;3466;24718;24760;48,62;59,61
2015-01-09 02:00:00;477;935;4223;7544;296;557;548;943;6855;86;67;37;224;3492;42;3526;24185;24188;47,69;58,65
2015-01-09 03:00:00;480;937;4178;7375;298;734;548;655;6858;86;66;36;227;3541;29;3602;23980;23840;45,85;58,4
2015-01-09 04:00:00;482;935;4283;7442;288;753;558;682;6862;86;66;41;226;3603;41;3582;24139;24030;45,78;59,77
2015-01-09 05:00:00;477;894;4444;7465;299;468;559;1561;6861;86;66;45;234;3952;34;3911;25737;25965;49,3;68,38
2015-01-09 06:00:00;477;920;5068;7674;299;297;555;1801;6864;85;67;58;239;4209;65;4167;27995;28266;55,93;75,5
2015-01-09 07:00:00;495;910;5684;7654;333;43;589;1932;6866;85;67;317;244;4171;386;4273;29747;29981;60,47;81,67
2015-01-09 08:00:00;493;956;6295;7801;348;0;645;2736;6866;84;67;1107;245;3873;1217;3856;31824;31932;57,5;85,8
2015-01-09 09:00:00;490;955;6674;7866;352;0;672;3238;6863;84;68;2133;248;3865;2336;3894;33063;33325;59,57;92
2015-01-09 10:00:00;490;892;6918;7645;353;0;656;2941;6860;83;69;3193;250;3802;3164;3821;33748;34144;60,47;89,66
2015-01-09 11:00:00;487;889;6848;7610;360;0;658;2898;6855;83;66;3932;250;3676;3407;3705;34392;35040;63,52;85,5
2015-01-09 12:00:00;492;942;6954;7710;364;0;645;3092;6853;82;68;4156;250;3620;3874;3614;34891;35524;63,69;81,22
2015-01-09 13:00:00;490;918;7022;7738;374;0;622;2380;6855;82;70;4285;243;3774;4218;3740;33853;34579;60,47;77,08
2015-01-09 14:00:00;486;845;6520;7777;366;1;617;2283;6857;82;72;4135;242;4045;4084;3949;32981;33792;60,1;77,33
2015-01-09 15:00:00;480;882;6377;7817;372;0;612;2083;6855;82;70;3883;238;4345;3846;4323;32846;33768;62,53;80,09
2015-01-09 16:00:00;487;856;6247;7645;386;4;610;1983;6858;82;71;3513;242;4914;3394;4708;32833;33696;63,01;81,64
2015-01-09 17:00:00;481;732;6189;7179;390;167;613;1629;6858;82;69;3253;263;5564;2711;5369;32283;33154;62,29;88,51
2015-01-09 18:00:00;470;733;5975;6873;391;433;645;1789;6860;82;72;2403;281;5966;1832;5950;31942;32440;61,51;89
2015-01-09 19:00:00;468;663;6141;6633;397;183;666;2676;6862;82;72;1060;279;5879;931;5984;32045;32384;65,5;87,11
2015-01-09 20:00:00;476;788;6476;7175;388;50;663;3161;6862;82;71;530;278;5861;440;5860;33356;33976;67,67;82,13
2015-01-09 21:00:00;477;860;5953;7443;395;1;651;2007;6867;82;73;444;277;5431;424;5616;31269;31420;61,51;78,39
2015-01-09 22:00:00;477;885;5207;7447;384;0;613;1037;6849;82;72;386;274;5147;417;5120;28845;28825;54,9;72,17
2015-01-09 23:00:00;537;930;5151;7380;412;321;453;2092;6012;88;71;384;230;996;268;1058;24575;24899;56,65;61,8
2015-01-10 00:00:00;537;934;5181;7378;399;391;448;1522;6014;88;72;167;227;897;196;905;23348;23505;53,5;59,46
2015-01-10 01:00:00;544;918;4917;7369;389;472;437;787;6014;88;69;102;221;934;202;890;22480;22589;49,69;55,97
2015-01-10 02:00:00;553;873;4496;7318;386;488;432;696;6014;88;69;103;226;933;61;939;22330;22177;49,1;55,03
2015-01-10 03:00:00;559;902;4488;7337;385;660;429;617;6014;87;68;102;238;898;45;910;22165;22025;51,25;54,53
2015-01-10 04:00:00;564;930;4645;7357;371;490;439;746;6014;87;66;102;244;826;35;872;22491;22426;53,6;55,44
2015-01-10 05:00:00;561;888;5093;7242;386;150;444;1643;6013;87;67;102;254;890;27;869;24284;24361;58,02;57,22
2015-01-10 06:00:00;559;884;5641;7236;401;0;446;3923;6010;88;66;103;264;998;31;962;27772;27890;63,03;63,84
2015-01-10 07:00:00;566;906;6096;7260;423;0;452;4236;6010;88;68;233;265;1183;237;1090;29263;29335;63,56;71,4
2015-01-10 10:00:00;547;844;5666;7333;425;121;475;4006;6003;82;67;4515;254;828;4196;783;30650;30856;61,9;75,49
2015-01-10 11:00:00;554;839;5580;7368;419;166;474;3769;6003;87;69;5044;250;1346;4699;1454;30964;31449;60,9;74,23
2015-01-10 12:00:00;560;881;5449;7380;420;9;483;3092;5879;89;71;5107;242;2139;5068;2133;30930;31218;59,8;74
2015-01-10 13:00:00;565;894;5433;7409;425;0;509;2314;6007;90;73;4900;241;2602;4903;2881;29821;30458;56,8;72,86
2015-01-10 14:00:00;561;897;5395;7403;420;72;500;2074;6005;88;76;4463;241;3146;4585;3109;29284;29836;53,6;69,68
2015-01-10 15:00:00;556;894;5288;7314;410;83;481;1941;5997;78;72;4215;240;3812;3645;3681;29705;29781;53,5;68,36
2015-01-10 16:00:00;564;886;5262;7246;428;83;498;1661;6000;80;76;3756;243;4411;3526;4175;29953;29929;54,9;71,77
2015-01-10 17:00:00;558;763;5437;6732;428;72;509;1422;6001;85;75;2857;247;4682;2622;4614;29914;29638;55,26;77,55
2015-01-10 19:00:00;577;753;6067;6937;423;0;533;4241;6004;89;77;633;269;4443;723;4211;32363;32244;61,69;78,46
2015-01-10 20:00:00;562;869;6088;7119;427;60;523;4240;6005;86;74;510;266;4419;496;4406;31869;31900;61;78,1
2015-01-10 21:00:00;575;864;5814;7025;429;190;520;2362;6007;87;76;497;263;3976;453;4116;28549;28690;56,8;70,98
2015-01-10 22:00:00;578;866;5385;7088;427;300;506;1022;6008;88;74;466;263;3299;461;3281;26142;26219;53;62,14
2015-01-10 23:00:00;525;0;4827;4352;211;753;711;1549;5041;83;71;26;274;4256;23;4187;22654;22460;53,21;60,35
2015-01-11 00:00:00;515;0;4185;3416;211;896;680;1001;5039;83;71;25;268;4802;3;4828;21215;21033;36,1;54,98
2015-01-11 01:00:00;510;0;4066;2719;211;1176;681;954;5041;83;70;25;273;5261;14;5191;20177;19977;34;53,36
2015-01-11 16:00:00;553;0;3982;1982;210;1284;631;909;5042;83;62;254;262;12239;354;12239;23123;23049;31;55,59
2015-01-11 17:00:00;570;0;3682;2327;211;453;651;1445;5041;83;69;57;270;12399;42;12185;25036;25259;41,7;77,6
2015-01-11 18:00:00;567;0;3508;2424;214;140;674;1753;5043;84;69;54;279;12793;10;12613;26555;26520;50,34;80,36
2015-01-11 20:00:00;545;0;3375;2114;214;460;652;1660;5045;84;69;34;272;12675;5;12678;27054;27025;40;82,47
2015-01-11 21:00:00;554;0;3606;1960;213;673;632;1512;5045;84;68;31;273;12677;7;12606;25990;25889;36,9;78,06
2015-01-11 22:00:00;537;0;3758;1727;206;1168;629;759;5046;85;69;31;272;12580;3;12571;23997;23940;32,79;70,13
2015-01-11 23:00:00;468;917;6789;7023;401;290;839;2221;5370;89;67;44;234;1661;21;1683;27051;27085;66,17;60,81
2015-01-12 00:00:00;444;942;6012;7141;386;499;772;1075;5398;89;66;42;231;1436;18;1488;25157;25272;61,57;58,27
2015-01-12 01:00:00;425;926;5459;7128;380;686;742;692;5428;88;65;42;229;1350;8;1316;24059;24121;56,7;53,65
2015-01-12 02:00:00;446;942;5248;7102;378;771;673;459;5452;89;66;42;227;1386;15;1361;23630;23626;54,5;51,95
2015-01-12 03:00:00;463;928;5409;7019;375;854;666;471;5452;90;66;42;224;1349;11;1345;23522;23572;53,96;51,4
2015-01-12 04:00:00;467;899;5644;7060;378;712;695;500;5452;90;67;42;229;1286;11;1272;24139;24070;56,7;52,93
2015-01-12 05:00:00;470;935;6915;7071;379;405;770;1177;5459;90;66;42;226;1263;13;1265;26643;26787;62,69;58,8
2015-01-12 06:00:00;464;939;8118;7159;399;34;821;3669;5465;92;67;45;224;1266;31;1283;31303;31511;69,37;70,52
2015-01-12 07:00:00;478;939;8974;7140;417;2;844;5393;5464;98;66;157;226;1237;188;1251;34166;34046;68;75,72
2015-01-12 08:00:00;484;942;9546;7148;411;48;868;4942;5465;106;63;1104;219;1205;1051;1217;34902;34876;70,5;81,92
2015-01-12 09:00:00;483;929;9728;7214;415;311;857;4414;5464;100;61;2190;228;1196;2116;1164;35302;35093;70,5;85,63
2015-01-12 10:00:00;479;939;9668;7290;421;417;849;3815;5469;100;66;3012;229;1146;2841;1079;34926;34588;68,5;86,76
2015-01-12 11:00:00;479;940;9752;7311;425;417;842;3429;5466;96;70;3262;231;1170;3487;1025;34461;34347;67,2;82,78
2015-01-12 14:00:00;474;939;9672;7403;424;2;831;2572;5467;98;68;2630;229;924;2491;961;32532;32422;64,76;73,6
2015-01-12 23:00:00;514;821;4338;6070;275;632;821;1152;7104;81;65;32;268;8027;4;8097;28161;28033;46,17;55,61
2015-01-13 00:00:00;516;681;4087;5834;270;1460;779;748;7102;82;63;32;267;7668;0;7806;25814;25750;42;52,54
2015-01-13 05:00:00;520;648;4233;5735;277;1181;754;792;7104;83;65;32;269;6853;1;6887;27029;27027;44,93;53,96
2015-01-13 06:00:00;518;921;4919;6706;288;134;794;1918;7102;84;63;37;269;6849;9;6901;31669;31924;58,34;65,89
2015-01-13 07:00:00;520;962;5981;7228;334;0;956;3437;7102;85;64;56;267;6964;61;6887;35277;35351;62,2;73,97
2015-01-13 08:00:00;527;969;5959;7103;335;1;977;4103;7101;84;64;516;261;6922;650;7022;36330;36288;66,2;78,25
2015-01-13 09:00:00;526;971;5995;7075;338;0;930;4118;7101;84;63;1475;268;6320;1695;6650;36982;36612;68,52;83,44
2015-01-13 10:00:00;502;908;5992;6823;335;47;936;4358;7102;78;64;2284;267;5670;2715;5847;36787;36296;66,49;81,74
2015-01-13 11:00:00;505;945;5882;6933;349;1;935;3403;7101;77;69;2857;270;5901;3317;5519;36279;35645;63,31;78,22
2015-01-13 12:00:00;517;963;5626;7080;353;0;947;2513;7099;76;76;3217;271;6300;3422;6002;35781;35172;61,84;74,18
2015-01-13 13:00:00;517;925;5445;7024;350;2;926;1298;7099;77;75;3253;266;6635;3350;6334;34485;33895;57,46;69,45
2015-01-13 14:00:00;519;954;5399;7030;349;0;938;1290;7098;81;76;3084;264;6481;3012;6593;33826;33283;57,59;69,58
2015-01-13 15:00:00;533;922;5903;7022;358;81;959;1538;7098;83;76;2475;268;6184;2280;6291;33745;33030;60,69;72,97
2015-01-13 16:00:00;538;954;7059;7085;361;1;1013;2660;7097;83;77;1187;271;5758;1292;5959;34067;33542;62,56;75,59
2015-01-13 17:00:00;535;932;8464;7068;359;0;1072;4544;7098;84;76;303;263;5607;437;5636;36388;35944;67,11;86,26
2015-01-13 18:00:00;548;948;8877;7241;350;0;1077;5834;7098;83;81;98;266;5656;4;5604;37797;37553;70,2;88,57
2015-01-13 19:00:00;548;971;9161;7257;350;0;1130;5939;7098;83;79;80;275;5789;8;5820;37691;37604;69,1;87,32
2015-01-13 21:00:00;537;965;9364;7231;350;0;1084;2885;7099;80;75;44;271;5676;11;5718;34327;33972;61,84;77,41
2015-01-13 22:00:00;532;959;6989;7192;346;90;1048;1883;7099;80;76;35;270;5925;6;5770;31228;30733;54,96;67
2015-01-13 23:00:00;528;884;5673;6948;287;771;985;1290;7098;80;71;28;270;6174;1;5993;28401;28057;48,04;60,23
2015-01-14 00:00:00;531;809;4462;6121;282;964;841;539;7099;80;71;28;269;6637;3;6256;25944;25764;43,22;54,69
2015-01-14 01:00:00;535;615;4247;5281;283;1264;829;517;7100;80;72;27;269;6808;1;6577;24597;24495;43,05;53,88
2015-01-14 05:00:00;532;754;4877;6404;281;935;840;1226;7096;80;71;27;255;5424;0;5557;27154;27040;60,69;70,06
2015-01-14 06:00:00;540;832;5742;7072;324;8;905;3538;7097;84;70;32;269;4958;2;4933;32225;31798;68,03;76,53
