time;generation biomass;generation fossil brown coal/lignite;generation fossil gas;generation fossil hard coal;generation fossil oil;generation hydro pumped storage consumption;generation hydro run-of-river and poundage;generation hydro water reservoir;generation nuclear;generation other;generation other renewable;generation solar;generation waste;generation wind onshore;forecast solar day ahead;forecast wind onshore day ahead;total load forecast;total load actual;price day ahead;price actual
2015-06-20 05:00:00;468;393;3820;4264;256;874;749;875;5019;87;65;547;272;6664;596;6759;22250;22771;36,6;46,49
2015-06-20 06:00:00;471;396;3854;4596;260;158;746;1186;5019;87;69;1452;274;5784;1644;6032;23978;24602;42,5;52,97
2015-06-20 07:00:00;477;512;4172;5106;259;0;785;1207;5017;87;70;3472;273;4802;3484;4943;26378;26685;48,15;57,86
2015-06-20 08:00:00;478;636;4296;5568;261;0;820;1920;5015;86;69;4547;275;4111;4478;4212;28447;28574;53,05;62,42
2015-06-20 09:00:00;476;653;4270;5848;259;0;829;2360;5013;85;70;5006;276;3785;5072;3840;29079;29357;53,95;64,34
2015-06-20 10:00:00;468;650;4290;5900;258;0;836;2729;5011;84;68;5228;276;3632;5433;3730;29369;29679;54,1;64,05
2015-06-20 11:00:00;468;656;3936;5889;258;0;836;3159;5009;52;68;5349;274;3581;5495;3718;29726;29909;54,55;64,84
2015-06-20 12:00:00;462;645;3886;5879;257;0;821;3277;5008;50;69;5365;270;3647;5457;3651;28986;29264;53,1;64,05
2015-06-20 13:00:00;466;649;3831;5867;256;0;798;2781;5007;48;66;5323;273;3964;5343;3883;27689;28214;49,77;59,55
2015-06-20 14:00:00;460;645;3769;5790;256;0;773;2253;5004;48;68;5130;274;4256;5102;4312;27119;27598;45,14;55,23
2015-06-20 15:00:00;460;637;3741;5801;255;0;768;2276;5001;48;66;4789;272;4599;4748;4548;27021;27601;43,88;53,68
2015-06-20 16:00:00;468;644;3810;5789;255;0;770;2011;4999;48;67;4272;273;5182;4170;5127;27027;27634;45,93;56,18
2015-06-20 17:00:00;472;640;3707;5895;256;0;776;2270;4998;48;67;3630;271;5596;3419;5688;27277;27676;48,15;58,33
2015-06-20 18:00:00;468;647;3844;5950;257;0;803;3368;4999;48;68;2497;274;5759;2233;5866;27198;27770;52,9;63,16
2015-06-20 19:00:00;472;647;4208;5856;258;0;802;3627;5002;74;68;1190;272;6017;1137;5864;27339;27929;55,3;66,17
2015-06-20 20:00:00;470;652;4379;5908;260;0;801;3461;5006;84;68;762;271;6679;765;6417;27833;28172;56,13;66,25
2015-06-20 21:00:00;473;637;4332;5868;258;0;792;2700;5008;84;68;726;269;6658;700;6783;26301;26700;53,81;63,76
2015-06-20 22:00:00;473;624;4734;5822;255;76;756;1465;5008;84;68;726;268;6262;681;6268;25162;25136;44,2;56,03
2015-06-20 23:00:00;471;589;4477;5578;255;488;735;693;5021;84;67;727;273;5949;669;5981;23465;23601;41,71;53,62
2015-06-21 00:00:00;473;481;4251;5441;255;1085;740;729;5056;85;66;725;274;5483;670;5581;22399;22320;41,13;52,6
2015-06-21 01:00:00;473;434;4341;5424;252;1389;734;671;5077;86;66;725;275;5033;657;5036;21644;21526;40,85;52,53
2015-06-21 02:00:00;474;497;4473;5322;250;1364;729;633;5079;85;66;714;277;4661;656;4646;21288;21094;40,35;51,97
2015-06-21 03:00:00;472;477;4497;5150;250;1529;726;602;5081;86;67;684;276;4506;575;4364;21067;20871;40,6;52,11
2015-06-21 04:00:00;471;439;4036;5162;251;1409;730;721;5081;85;67;424;277;4382;444;4352;20737;20532;40,85;51,88
2015-06-21 05:00:00;470;403;4070;5277;253;1587;741;967;5079;85;68;486;275;3985;640;4103;20412;20295;40;51,2
2015-06-21 06:00:00;471;403;4094;5419;255;1240;748;1028;5083;84;67;1284;279;3332;1656;3545;21381;21416;41,71;52,86
2015-06-21 07:00:00;473;520;4505;5503;255;947;758;1018;5081;84;66;3072;276;2625;3371;2781;22968;23127;41,8;53,03
2015-06-21 08:00:00;463;587;4247;5783;255;358;780;1291;5093;83;65;4359;275;2291;4354;2348;24884;24608;48,85;59,35
2015-06-21 09:00:00;461;650;4215;6126;253;200;785;1857;5086;82;67;4775;272;2048;4854;2146;25946;25621;53,48;64,13
2015-06-21 10:00:00;456;646;4116;6331;254;194;805;2167;5096;82;66;4859;275;2136;5164;2116;26484;25989;52,1;63,33
2015-06-21 11:00:00;458;654;4189;6469;251;194;797;2559;5105;82;66;5051;275;2185;5209;2246;27113;26716;53,61;64,86
2015-06-21 12:00:00;457;651;4225;6467;238;53;796;2654;5101;80;68;5009;272;2249;5036;2250;27176;26763;52,1;62,73
2015-06-21 13:00:00;459;630;4004;6409;236;103;772;2125;5106;80;67;4796;270;2464;4775;2392;26225;25947;43,5;54,46
2015-06-21 14:00:00;445;618;3842;6458;223;141;749;1715;5119;80;66;4558;270;2722;4558;2719;25598;25424;42,87;54,2
2015-06-21 15:00:00;437;634;3804;6489;217;146;750;1647;5115;79;67;4245;268;2870;4385;2914;25422;25221;42,87;53,48
2015-06-21 16:00:00;439;624;4227;6512;217;16;771;2162;5116;79;67;3436;276;2913;3795;2965;25580;25285;52,1;62,76
2015-06-21 17:00:00;439;640;4224;6636;226;0;766;2935;5114;81;68;2396;275;3170;3012;3119;25866;25637;53,9;64,61
2015-06-21 18:00:00;449;632;4336;6625;226;0;785;3476;5121;81;67;1431;276;3318;1732;3327;26412;26044;54,8;65,42
2015-06-21 19:00:00;462;643;4501;6656;220;0;816;4659;5147;81;66;760;275;3436;845;3301;27151;27286;56,3;67,15
2015-06-21 20:00:00;462;651;4661;6640;216;0;843;4804;5181;82;64;656;276;3584;597;3527;28271;28662;60,21;71,08
2015-06-21 21:00:00;463;652;4807;6656;215;0;801;3750;5224;82;64;647;274;3415;528;3396;26734;27269;56,6;65,82
2015-06-21 22:00:00;466;655;4865;6686;224;93;774;3202;5254;83;64;644;269;2894;558;3137;25116;25415;58;67,21
2015-06-21 23:00:00;468;645;4830;6687;219;199;766;2239;5284;84;66;618;268;2354;596;2408;23616;23772;53,48;63,46
2015-06-22 00:00:00;467;640;4923;6661;223;400;762;1410;5318;85;65;579;272;1940;570;2036;22559;22599;52,67;61,87
2015-06-22 01:00:00;462;653;4892;6778;224;444;761;1265;5323;84;64;537;274;1725;575;1723;22070;22277;53;61,91
2015-06-22 02:00:00;465;653;4843;6992;222;442;756;1096;5324;84;64;465;270;1690;564;1641;21958;22219;52,1;61,03
2015-06-22 03:00:00;466;664;4837;7228;220;389;737;1115;5341;85;64;322;273;1698;411;1656;22428;22790;53,86;61,9
2015-06-22 04:00:00;469;711;4771;7359;226;156;742;1901;5345;84;63;58;276;1840;254;1748;24340;24559;59,6;67,71
2015-06-22 05:00:00;469;768;4745;7584;247;0;751;3177;5355;84;64;226;277;1871;494;1902;27138;27033;62,5;69,99
2015-06-22 06:00:00;476;805;4860;7679;306;0;796;4530;5368;84;65;828;270;1628;1313;1697;29938;29505;65,48;78,09
2015-06-22 07:00:00;470;676;5348;7749;303;0;877;5838;5373;82;64;1892;270;1367;2882;1452;31407;31610;66,99;78,63
2015-06-22 08:00:00;466;654;5358;7790;303;0;909;5869;5376;83;67;3182;261;1162;3818;1253;32532;33041;66,05;78,19
2015-06-22 09:00:00;464;655;5165;7824;315;0;895;5608;5374;82;64;3942;259;1183;4224;1258;33140;33403;65,98;82,84
2015-06-22 10:00:00;464;654;5118;7817;340;0;890;5871;5345;82;63;4523;258;1209;4719;1336;33863;34155;65,48;82,57
2015-06-22 11:00:00;469;647;5231;7844;342;0;888;5990;5331;81;61;4963;259;1341;4799;1329;34241;34369;64,3;81,94
2015-06-22 12:00:00;468;653;5149;7866;334;0;852;4449;5326;81;65;5087;268;1818;4911;1696;33406;33406;61,54;80,02
2015-06-22 13:00:00;468;657;5210;7865;326;0;816;3910;5067;81;61;4871;270;2232;4835;2212;33024;32858;59,04;75,57
2015-06-22 14:00:00;465;655;5537;8031;353;0;809;3940;4895;81;67;4482;274;2533;4671;2589;33054;32880;61;76,26
2015-06-22 15:00:00;464;655;5417;8065;355;0;808;3528;4912;80;70;3964;279;2956;4226;2663;33236;32948;62,13;77,64
2015-06-22 16:00:00;471;649;5061;8078;361;0;807;2681;4920;80;69;3538;274;3897;3535;3332;32718;32506;61,54;76,93
2015-06-22 17:00:00;475;646;4872;7968;360;49;817;2246;4999;80;71;2948;272;4672;2645;4450;32244;32036;60,99;73,31
2015-06-22 18:00:00;475;592;4739;7906;365;108;827;2538;5062;80;71;2075;273;4783;1647;4583;31910;31435;62,19;74,36
2015-06-22 19:00:00;466;639;4708;7852;367;99;839;3829;5118;81;71;1135;273;4772;965;4811;31460;31360;64,83;76,93
2015-06-22 20:00:00;459;653;4850;7911;369;86;831;4460;5181;82;70;803;273;3999;673;4053;30921;30946;64,15;76,1
2015-06-22 21:00:00;469;628;4417;7785;375;21;808;2441;5243;81;68;731;249;4240;624;4112;28581;28538;61,54;72,3
2015-06-22 22:00:00;462;574;4476;7832;350;160;768;2017;5306;82;63;673;248;3881;585;4083;27408;27170;62,21;70,1
2015-06-22 23:00:00;480;618;4658;8011;339;101;754;1620;5370;82;63;636;265;2588;595;3132;25763;25544;59,13;67,4
2015-06-23 00:00:00;477;654;5011;8041;335;413;751;1352;5431;83;62;653;264;1681;599;1925;24511;24465;53,75;62,06
2015-06-23 01:00:00;467;647;4853;8037;328;439;740;1276;5490;83;63;655;269;1543;600;1544;24132;24061;53;61,02
2015-06-23 02:00:00;465;650;4809;8080;328;410;742;805;5552;83;65;647;273;1457;583;1562;23978;23887;53;60,84
2015-06-23 03:00:00;463;646;4818;8049;327;399;749;769;5601;80;64;595;274;1392;478;1419;24294;24095;53,48;60,92
2015-06-23 04:00:00;451;653;4825;8178;329;154;756;1151;5631;78;66;489;278;1529;424;1557;25578;25394;59,13;66,56
2015-06-23 05:00:00;448;641;5101;8236;344;0;762;2656;5662;78;65;526;279;1641;667;1651;27789;27583;61,45;68,31
2015-06-23 06:00:00;459;648;5433;8201;359;0;800;3757;5689;78;64;1092;272;1634;1588;1707;29947;29662;64,19;76,52
2015-06-23 07:00:00;460;651;5729;8201;364;0;871;4374;5691;77;64;2591;262;1581;2937;1604;31824;31669;64,69;76,59
2015-06-23 08:00:00;462;654;5491;8171;368;0;904;4420;5683;70;67;3958;260;1752;3913;1718;32955;32915;65;77,3
2015-06-23 09:00:00;460;655;5689;8130;369;0;894;4204;5682;78;64;4712;264;1939;4409;1908;33336;33461;65,02;82,26
2015-06-23 10:00:00;457;655;5419;8150;372;0;892;4377;5681;78;69;5136;272;2219;4937;2153;34077;34068;65;82,18
2015-06-23 11:00:00;460;654;5505;7996;374;0;888;3690;5678;78;68;5215;280;2741;5196;2644;34320;34058;62,99;80,6
2015-06-23 12:00:00;463;651;5153;7955;373;0;846;2607;5674;81;71;5110;275;3360;5032;3191;33369;32926;57,1;75,35
2015-06-23 13:00:00;479;651;4944;7938;366;43;829;1754;5674;83;71;4650;265;4351;4829;4085;32767;32086;53,22;69,27
2015-06-23 14:00:00;484;644;5110;7986;355;51;796;1391;5674;83;70;4319;263;5065;4597;4986;32849;31886;53;68,66
2015-06-23 15:00:00;487;582;4872;7732;357;119;798;1055;5678;83;68;4043;263;6003;4141;5611;32885;31844;53,75;69,61
2015-06-23 16:00:00;490;513;4579;7245;359;560;789;1047;5680;83;69;3591;248;7208;3605;6526;32415;31347;53,6;70,2
2015-06-23 17:00:00;493;483;4499;7058;361;715;793;1120;5687;83;71;3118;260;7232;2948;7333;31751;30837;53,75;67,12
2015-06-23 18:00:00;492;454;4415;7108;368;750;816;1356;5704;83;70;2160;265;6637;1900;6931;31129;30149;58,67;72,55
2015-06-23 19:00:00;496;538;4818;7598;369;771;839;2389;5738;83;64;1110;268;5692;1082;5858;30816;29731;62,21;75,64
2015-06-23 20:00:00;496;617;4932;7912;372;478;821;2750;5769;83;63;767;271;4425;768;4864;30091;29025;62,5;75,69
2015-06-23 21:00:00;496;623;4536;7999;372;33;799;1466;5799;83;67;711;266;4087;674;4025;27711;26935;55;66,81
2015-06-23 22:00:00;494;647;4982;7846;308;46;780;1556;5831;84;64;709;262;3419;600;3682;26359;26151;55,5;64,03
2015-06-23 23:00:00;490;629;4622;7832;298;116;770;1085;5860;83;65;705;256;3073;646;3088;25499;24745;53,75;62,51
2015-06-24 00:00:00;487;610;4313;7756;298;527;757;708;5886;84;63;685;258;2978;628;2935;24357;23555;50,63;59,28
2015-06-24 01:00:00;483;645;4030;7589;288;794;761;641;5895;84;64;707;263;3170;636;3131;23985;23056;49,96;58,11
2015-06-24 02:00:00;478;583;4086;7267;293;814;757;617;5902;85;64;702;262;2906;654;2974;23815;22815;50;58,15
2015-06-24 03:00:00;478;582;4321;7172;284;601;768;724;5901;84;64;689;259;2610;607;2649;23437;22962;53,22;60,91
2015-06-24 04:00:00;474;605;4474;7467;283;255;765;854;5900;84;64;468;264;2361;438;2435;23920;23878;58,67;66,05
2015-06-24 05:00:00;476;609;4462;7556;308;97;783;1757;5903;83;64;505;261;1878;504;2017;25069;25236;60,69;68,5
2015-06-24 06:00:00;480;624;5131;7698;330;119;817;2525;5905;83;60;1271;263;1264;1379;1407;26598;26971;64,13;76,38
2015-06-24 07:00:00;486;649;4777;7906;326;3;866;2928;5907;84;60;3206;262;868;3120;951;28390;28699;64,19;76,23
2015-06-24 08:00:00;488;638;4847;7674;347;161;879;3507;5902;83;64;4397;255;644;4259;717;29768;29728;64,19;76,82
2015-06-24 09:00:00;489;652;4997;7607;337;202;877;3873;5914;82;64;4834;254;618;4863;581;30360;30221;64,19;81,43
2015-06-24 10:00:00;484;625;5096;7651;350;132;887;4002;5939;82;67;5141;255;760;5249;740;30915;30809;64,69;82,13
2015-06-24 11:00:00;479;689;5244;7776;358;50;883;3825;5963;82;70;5228;261;768;5325;825;31185;31232;64,19;81,16
2015-06-24 12:00:00;477;765;5265;7893;360;50;839;3257;5967;82;70;5095;262;887;5230;889;30442;30415;60,8;78,75
2015-06-24 13:00:00;484;830;5178;7937;359;3;792;2486;5962;83;68;5013;262;1224;5046;1165;29475;29554;59,61;76,05
2015-06-24 14:00:00;483;840;5241;7824;354;0;790;2245;5959;87;68;4697;267;1477;4777;1513;29237;29555;60,03;75,4
2015-06-24 15:00:00;485;816;5231;7799;363;0;785;2247;5956;86;65;4304;265;1700;4395;1709;29216;29557;60,8;76,13
2015-06-24 16:00:00;486;651;5256;7798;364;0;781;2258;5969;84;68;3778;269;2058;3853;2020;29053;29504;60,6;76,82
2015-06-24 17:00:00;487;689;5366;7806;375;0;785;2267;5974;84;70;3051;272;2344;3137;2380;29152;29398;59,61;72,54
2015-06-24 18:00:00;491;697;5281;7800;373;0;792;2533;5978;83;68;2053;273;2373;1949;2508;29298;29107;60,67;73,92
2015-06-24 19:00:00;498;627;5758;7767;368;0;804;3337;5983;84;68;1089;248;2171;1073;2253;29522;29394;63,33;76,12
2015-06-24 20:00:00;508;657;5916;7755;376;0;798;3863;5987;85;69;739;247;2310;700;2221;29631;29559;64;76,57
2015-06-24 21:00:00;507;651;5700;7733;375;15;791;2851;5987;85;67;620;251;2280;585;2318;27675;27683;59,61;71,08
2015-06-24 22:00:00;504;642;5540;7737;347;146;764;2764;5990;85;66;596;270;2013;618;2065;26273;26475;59,7;68,45
2015-06-24 23:00:00;500;648;5306;7683;339;238;752;2005;5993;85;67;591;275;1842;597;1856;24282;24854;58,9;67,74
2015-06-25 00:00:00;501;651;5372;7679;337;440;723;1307;5994;85;65;585;274;1642;578;1701;23144;23806;55;63,45
2015-06-25 01:00:00;486;640;5196;7699;319;493;716;1114;5995;86;66;573;274;1447;573;1482;22726;23387;53,6;62,15
2015-06-25 02:00:00;482;646;5061;7743;324;499;714;1181;6009;86;63;507;272;1365;533;1336;22545;23289;53,62;62,06
2015-06-25 03:00:00;491;644;5002;7848;314;406;738;1099;6018;86;65;466;269;1349;464;1324;23033;23555;58,67;66,12
2015-06-25 04:00:00;498;649;5208;7904;328;356;744;1896;6017;86;62;421;264;1330;413;1303;24757;24955;60,8;68,56
2015-06-25 05:00:00;499;652;5651;7868;336;95;782;2389;6014;87;64;498;273;1321;551;1325;27348;26936;62,69;69,71
2015-06-25 06:00:00;508;649;5728;7851;346;0;825;3057;6012;86;68;1271;269;1057;1355;1154;29842;29133;64,19;75,83
2015-06-25 07:00:00;503;649;5835;7869;351;0;863;3538;6005;85;63;3279;269;880;3217;897;31508;31294;64,69;76
2015-06-25 08:00:00;495;650;5661;7943;353;0;888;3965;6001;85;64;4479;271;891;4330;894;32545;32583;65,01;77,01
2015-06-25 09:00:00;489;649;5640;7878;333;0;879;4239;5975;84;66;4955;277;966;4882;958;32981;33171;65,19;82,32
2015-06-25 10:00:00;490;649;5831;7953;359;0;878;4208;5970;83;65;5216;277;1058;5167;1084;33667;33853;65,19;82,1
2015-06-25 11:00:00;495;651;6007;7986;356;0;870;4133;5967;83;66;5322;277;1193;5265;1175;34026;34293;64,19;81,09
2015-06-25 12:00:00;493;655;6262;7989;358;0;849;3561;5958;82;68;5356;276;1436;5211;1369;32974;33393;61;78,8
2015-06-25 13:00:00;486;656;6570;7915;343;0;831;2885;5956;83;68;5145;276;1660;5055;1634;32454;32696;59,7;76,08
2015-06-25 14:00:00;496;657;6298;7935;350;0;825;2987;5954;85;66;5039;277;1922;4849;1856;32777;32844;60,5;76,36
2015-06-25 15:00:00;471;655;6461;7977;357;0;825;3029;5954;85;57;4636;275;2042;4479;2057;32955;33157;62;77,9
2015-06-25 16:00:00;462;652;6202;7997;365;0;818;3337;5964;85;60;4135;269;2168;3957;2196;32614;32893;61,49;78,45
2015-06-25 17:00:00;471;652;6357;8017;362;0;808;3044;5970;84;58;3457;268;2283;3318;2344;32022;32385;59,61;73,21
2015-06-25 18:00:00;485;653;6477;8023;359;0;830;3324;5977;83;57;2339;273;2414;2212;2333;30992;31727;59,61;73,15
2015-06-25 19:00:00;490;653;6487;8033;366;0;846;3263;5984;84;60;1138;277;2743;1142;2589;30837;31261;63,52;76,63
2015-06-25 20:00:00;493;650;6219;7984;371;0;844;3054;5984;85;59;785;277;3030;781;2980;30674;30937;64,03;77,52
2015-06-25 21:00:00;492;649;5797;7788;370;90;819;2408;5984;86;60;728;274;3124;721;3013;28646;28764;59,61;71,7
2015-06-25 22:00:00;492;624;5304;7773;344;199;761;1957;5987;87;61;728;275;3118;601;3131;27553;27539;63,6;70,78
2015-06-25 23:00:00;489;645;4801;7733;340;443;762;1789;5987;89;57;727;277;2779;654;2869;25874;25860;61;68,45
2015-06-26 00:00:00;491;646;4784;7727;332;655;745;1138;5989;90;57;726;277;2409;620;2438;24654;24625;59,13;66,32
2015-06-26 01:00:00;495;628;4418;7735;326;675;735;980;5990;87;60;725;279;2374;616;2289;24103;24066;59,32;66,55
2015-06-26 02:00:00;495;637;4144;7697;329;652;739;1181;5990;88;58;695;279;2242;623;2304;23944;23867;59,51;66,51
2015-06-26 03:00:00;498;652;4290;7409;333;674;748;1686;5992;89;58;620;279;2037;559;2079;24270;24152;60,18;67,44
2015-06-26 04:00:00;501;654;4705;7476;333;448;755;2206;5994;90;59;467;276;1880;435;1849;25532;25455;62,21;69,5
2015-06-26 05:00:00;503;683;5295;7537;348;163;772;2870;5995;91;61;564;272;1762;599;1803;27369;27593;64,13;70,58
2015-06-26 06:00:00;503;761;5488;7711;360;0;817;4004;5996;90;62;1331;271;1349;1440;1486;29427;29913;65,57;76,98
2015-06-26 07:00:00;498;826;5567;7900;365;0;842;4327;5993;89;64;3316;268;1018;3305;1068;31612;32113;67;78,13
2015-06-26 08:00:00;493;838;5550;7961;364;0;862;4596;5989;87;66;4505;259;1026;4367;994;33133;33562;67,1;78,53
2015-06-26 09:00:00;489;840;5551;8012;366;0;863;4645;5982;87;64;4964;257;1086;4915;1110;33867;34282;67,57;84,04
2015-06-26 10:00:00;486;883;5881;8048;363;0;857;4822;5976;88;63;5249;256;1284;5232;1266;34582;35116;67,1;83,65
2015-06-26 11:00:00;498;919;6275;7984;370;0;856;4411;5973;88;58;5387;257;1772;5343;1615;34982;35487;66,1;83,05
2015-06-26 12:00:00;503;921;6517;7913;377;0;836;3183;5967;88;61;5397;264;2280;5362;2233;34043;34415;63,33;80,45
2015-06-26 13:00:00;508;925;6437;7903;374;0;798;2509;5968;87;61;5283;267;2524;5271;2522;33233;33471;61,75;77,52
2015-06-26 14:00:00;507;917;6518;7906;375;0;786;2308;5963;88;61;5089;269;2847;5041;2820;33067;33455;61,1;76,47
2015-06-26 15:00:00;498;665;6616;7877;369;0;795;2470;5966;88;62;4754;266;2896;4664;2951;33216;33534;62,1;77,39
2015-06-26 16:00:00;494;586;6769;7839;374;0;789;2450;5963;87;61;4240;262;3021;4120;3055;32935;33182;62;77,91
2015-06-26 17:00:00;489;591;6913;7802;377;0;779;2520;5961;86;62;3496;262;3194;3419;3212;32480;32892;61,94;74,66
2015-06-26 18:00:00;494;591;7129;7780;373;0;791;2857;5960;87;61;2323;263;3277;2282;3373;31577;32150;60,8;73,61
2015-06-26 19:00:00;503;583;6600;7486;374;0;798;3684;5961;88;62;1129;269;3395;1190;3370;30739;31467;61;73,55
2015-06-26 20:00:00;502;618;6347;7284;369;0;792;3866;5966;88;62;809;268;3774;740;3681;30610;31175;60,53;73,55
2015-06-26 21:00:00;499;615;5875;7039;373;32;773;3071;5971;89;64;752;269;4095;681;4002;28972;29323;56,1;68,79
2015-06-26 22:00:00;490;630;5506;7023;312;55;719;2873;5976;89;61;744;270;4145;671;4140;27892;28249;52,65;62,15
2015-06-26 23:00:00;485;646;5209;7036;302;59;707;1998;5964;89;62;745;271;4020;668;4019;26095;26608;46,03;56,17
2015-06-27 00:00:00;484;650;5023;7041;299;503;696;1359;5933;88;61;747;269;3777;662;3862;24641;25135;45,69;54,8
2015-06-27 01:00:00;485;651;4794;7059;299;622;688;954;5821;89;58;745;271;3580;650;3550;23796;24302;45,99;54,94
2015-06-27 02:00:00;484;653;4896;7043;302;656;693;908;5678;89;56;742;270;3096;655;3178;23330;23788;46,02;54,75
2015-06-27 03:00:00;489;648;4840;7028;294;656;683;847;5672;89;58;726;266;2822;632;2784;23040;23422;46,03;54,48
2015-06-27 04:00:00;491;652;4854;7041;286;645;694;821;5693;90;59;554;265;2548;506;2618;22697;23144;46,71;55,16
2015-06-27 05:00:00;494;653;4621;7157;288;477;703;996;5724;91;59;493;267;2226;584;2335;22877;23531;48,14;56,99
2015-06-27 06:00:00;492;654;4387;7283;283;161;749;1840;5750;89;60;1293;267;1764;1439;1948;24790;25319;59,61;68,17
2015-06-27 07:00:00;496;654;4182;7423;277;0;770;2770;5771;88;59;3322;264;1437;3232;1515;27669;27768;64,19;72,26
2015-06-27 08:00:00;496;654;4288;7375;282;0;790;3501;5784;88;58;4481;265;1303;4345;1336;29989;29758;64,23;72,1
2015-06-27 09:00:00;495;607;4523;7388;283;0;799;4209;5799;88;58;4938;266;1325;4922;1330;30859;30828;65;74,39
2015-06-27 10:00:00;500;642;4565;7469;281;0;827;4322;5811;87;57;5188;265;1415;5257;1427;31347;31413;65;74,5
2015-06-27 11:00:00;488;652;4815;7477;280;0;822;4380;5824;85;58;5322;259;1657;5362;1633;31866;31970;65;74,87
2015-06-27 12:00:00;497;659;4653;7471;280;0;796;3939;5836;85;59;5348;265;1931;5338;1977;31197;31476;62,69;72,93
2015-06-27 13:00:00;492;654;4326;7463;281;0;764;3800;5840;86;57;5261;263;2212;5232;2213;29857;30629;59,61;69,53
2015-06-27 14:00:00;489;651;4038;7410;282;0;743;3384;5845;87;56;5030;263;2511;5029;2500;29126;30161;58,67;68,32
2015-06-27 15:00:00;487;653;4074;7429;280;0;751;3256;5863;87;56;4654;261;2695;4677;2741;29027;29975;58,6;67,89
2015-06-27 16:00:00;495;655;4311;7430;281;0;749;2999;5880;87;57;4152;263;2957;4129;2927;28992;29844;59;69,28
2015-06-27 17:00:00;495;633;4252;7386;283;0;743;3093;5883;87;58;3452;263;3309;3400;3277;29091;29862;56,03;66,42
2015-06-27 18:00:00;500;633;4600;7445;285;0;767;3647;5902;87;58;2288;267;3280;2180;3423;28830;29811;57,8;68,91
2015-06-27 19:00:00;502;648;4597;7477;286;0;798;4357;5927;87;56;1150;259;3257;1166;3247;28845;29726;59,13;69,45
2015-06-27 20:00:00;499;652;4751;7481;288;0;787;4657;5951;88;56;799;264;3247;672;3386;29071;30038;60,5;71,39
2015-06-27 21:00:00;510;648;4739;7479;287;0;759;3712;5971;87;56;763;258;3171;639;3157;27730;28525;52,65;62,92
2015-06-27 22:00:00;516;647;5075;7453;281;6;696;2066;5985;88;55;760;254;3183;580;3116;26721;26811;53,75;64,51
2015-06-27 23:00:00;520;647;5025;7338;281;380;698;1315;5995;88;57;752;262;2885;674;2962;24994;25106;46,64;57,8
2015-06-28 00:00:00;525;646;4673;7421;280;804;681;714;5996;90;60;748;256;2530;665;2551;23626;23737;45,64;55,8
2015-06-28 01:00:00;525;649;4476;7383;277;1068;698;655;6001;90;56;746;256;2252;661;2294;22727;22928;45,5;55,39
2015-06-28 02:00:00;520;647;4372;7168;280;1163;699;681;6007;90;59;741;266;1981;655;1985;22232;22370;45,55;55,63
2015-06-28 03:00:00;521;653;4388;7045;280;1162;694;565;6007;90;60;729;268;1751;592;1740;22062;22090;45,64;55,17
2015-06-28 04:00:00;514;654;4072;7017;278;935;693;592;6002;90;59;537;266;1505;512;1503;21595;21625;46,64;56,07
2015-06-28 05:00:00;510;710;4253;6822;281;914;713;660;6008;90;60;512;263;1250;632;1266;21215;21411;45,79;55,26
2015-06-28 06:00:00;514;790;4308;6857;285;906;740;1051;6009;90;57;1280;259;980;1702;1065;22204;22474;48,11;59,49
2015-06-28 07:00:00;524;832;4124;6907;281;822;750;1207;6005;88;58;3271;256;788;3155;797;24148;24192;46,64;58,14
2015-06-28 08:00:00;531;883;3598;7040;281;563;773;1682;6002;88;55;4453;261;771;4369;746;26157;25893;48,11;57,94
2015-06-28 09:00:00;533;887;3687;7170;283;2;783;1652;5991;87;56;4900;261;807;4914;832;27435;27005;52,34;62,71
2015-06-28 10:00:00;518;924;3719;7478;279;0;812;1793;5977;87;59;5154;255;898;5210;912;28116;27756;53,75;64,31
2015-06-28 11:00:00;512;933;3965;7590;282;0;816;1963;5974;86;57;5265;267;1299;5281;1193;29021;28634;57,19;67,94
2015-06-28 12:00:00;513;907;4142;7478;282;0;799;2214;5969;86;57;5277;270;1614;5298;1641;29257;29015;53,6;64,84
2015-06-28 13:00:00;516;871;4076;7305;280;4;754;1778;5968;86;58;5200;271;2016;5143;1967;28464;28506;48,11;59,36
2015-06-28 14:00:00;519;830;3977;7210;279;405;739;1661;5967;87;54;5008;266;2523;4963;2493;27584;27968;46,37;57,44
2015-06-28 15:00:00;516;892;3929;7241;260;445;737;1401;5956;86;54;4665;268;2890;4653;2963;27307;27814;45,45;56,68
2015-06-28 16:00:00;515;913;4070;7337;271;445;732;1352;5933;87;54;4155;265;3151;4103;3331;27356;27828;45,64;57,61
2015-06-28 17:00:00;514;921;4191;7410;273;444;731;1651;5908;88;53;3415;266;3564;3364;3517;27658;27857;46,37;58,59
2015-06-28 18:00:00;516;883;4414;7442;280;369;731;2382;5913;88;53;2249;274;3949;2198;4012;28040;28327;48,11;60,09
2015-06-28 19:00:00;527;929;4405;7540;281;0;791;3451;5931;88;52;1088;274;4188;1147;4239;28790;29150;56,6;68,87
2015-06-28 20:00:00;521;949;4625;7537;284;0;800;4275;5953;88;52;769;270;4604;730;4496;30121;30578;61,1;72,53
2015-06-28 21:00:00;517;962;4849;7537;285;0;793;3210;5974;88;50;754;273;4818;668;4789;28447;29420;56,87;68,22
2015-06-28 22:00:00;521;928;5119;7420;282;78;718;1664;5987;88;52;756;275;4549;666;4686;26915;27449;48,79;59,6
